Update Date,File,Location,Field Updated,Old,New,Comments
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/08/2021,1005,1029,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/09/2021,1005,1029,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/10/2021,1005,1029,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/11/2021,1005,1029,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/12/2021,1005,1029,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/13/2021,1005,1032,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/14/2021,1005,1032,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/15/2021,1005,1032,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/16/2021,1005,1032,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/17/2021,1005,1032,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/18/2021,1005,1032,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/19/2021,1005,1032,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/20/2021,1005,1040,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/21/2021,1005,1040,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/22/2021,1005,1040,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/23/2021,1005,1040,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/24/2021,1005,1040,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/25/2021,1005,1040,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/26/2021,1005,1040,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/27/2021,1005,1043,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/28/2021,1005,1043,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/29/2021,1005,1043,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,06/30/2021,1005,1043,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/01/2021,1005,1043,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/02/2021,1005,1043,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/03/2021,1005,1043,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/04/2021,1005,1046,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/05/2021,1005,1046,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/06/2021,1005,1046,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/07/2021,1005,1046,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/08/2021,1005,1046,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/09/2021,1005,1046,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/10/2021,1005,1046,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/11/2021,1005,1052,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/12/2021,1005,1052,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/13/2021,1005,1052,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/14/2021,1005,1052,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/15/2021,1005,1052,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/16/2021,1005,1052,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/17/2021,1005,1057,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/18/2021,1005,1057,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/19/2021,1005,1057,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/20/2021,1005,1057,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/21/2021,1005,1057,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/22/2021,1005,1057,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/23/2021,1005,1057,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/24/2021,1005,1065,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/25/2021,1005,1065,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/26/2021,1005,1065,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/27/2021,1005,1065,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/28/2021,1005,1065,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/29/2021,1005,1065,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/30/2021,1005,1065,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,07/31/2021,1005,1221,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/01/2021,1005,1335,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/02/2021,1005,1335,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/03/2021,1195,1335,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/04/2021,1195,1335,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/05/2021,1195,1335,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/06/2021,1336,1335,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/07/2021,1336,1389,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/08/2021,1336,1399,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/09/2021,1336,1399,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/10/2021,1336,1453,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/11/2021,1336,1453,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/12/2021,1336,1453,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/13/2021,1336,1453,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/14/2021,1336,1453,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/15/2021,1336,1479,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/16/2021,1336,1479,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/17/2021,1336,1532,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/18/2021,1336,1532,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/19/2021,1336,1532,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/20/2021,1489,1532,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/21/2021,1489,1553,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/22/2021,1489,1553,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/23/2021,1489,1553,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/24/2021,1489,1553,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/25/2021,1489,1553,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/26/2021,1520,1553,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/27/2021,1520,1553,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/28/2021,1520,1592,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/29/2021,1520,1592,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/30/2021,1520,1592,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_confirmed_global.csv,France,08/31/2021,1520,1592,"Correct Saint Barthelemy, France confirmed data"
09/01/2021,time_series_covid19_deaths_global.csv,France,11/30/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/01/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/02/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/03/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/04/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/05/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/06/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/07/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/08/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/09/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/10/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/11/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/12/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/13/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/14/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/15/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/16/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/17/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/18/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/19/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/20/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/21/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/22/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/23/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/24/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/25/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/26/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/27/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/28/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/29/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/30/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,12/31/2020,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/01/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/02/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/03/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/04/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/05/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/06/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/07/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/08/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/09/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/10/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/11/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/12/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/13/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/14/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/15/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/16/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/17/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/18/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/19/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/20/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/21/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/22/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/23/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/24/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/25/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/26/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/27/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/28/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/29/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/30/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,01/31/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/01/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/02/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/03/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/04/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/05/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/06/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/07/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/08/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/09/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/10/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/11/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/12/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/13/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/14/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/15/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/16/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/17/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/18/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/19/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/20/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/21/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/22/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/23/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/24/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/25/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/26/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/27/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,02/28/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/01/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/02/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/03/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/04/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/05/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/06/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/07/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/08/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/09/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/10/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/11/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/12/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,03/13/2021,1,0,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/06/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/07/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/08/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/09/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/10/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/11/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/12/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/13/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/14/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/15/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/16/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/17/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/18/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/19/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/20/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/21/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/22/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/23/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/24/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/25/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/26/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/27/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/28/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/29/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/30/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/31/2021,2,1,"Correct Saint Barthelemy, France deaths data"
09/01/2021,time_series_covid19_deaths_global.csv,France,08/17/2021,111589,122899,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/18/2021,111681,123007,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/19/2021,111808,123140,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/20/2021,111856,123193,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/21/2021,111856,123322,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/22/2021,111856,123440,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/23/2021,112140,123502,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/24/2021,112251,123617,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/25/2021,112309,123692,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/26/2021,112415,123815,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/27/2021,112415,123918,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/28/2021,112457,123872,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/29/2021,112510,123925,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/30/2021,112510,123970,Correct France deaths data
09/01/2021,time_series_covid19_deaths_global.csv,France,08/31/2021,112510,124100,Correct France deaths data
09/02/2021,time_series_covid19_confirmed_global.csv,Tajikistan,04/30/2020,15,0,Correct Tajikistan confirmed data
09/02/2021,time_series_covid19_confirmed_global.csv,Tajikistan,05/02/2020,76,32,Correct Tajikistan confirmed data
09/02/2021,time_series_covid19_confirmed_global.csv,Tajikistan,05/03/2020,128,76,Correct Tajikistan confirmed data
09/02/2021,time_series_covid19_confirmed_global.csv,Tajikistan,05/04/2020,230,128,Correct Tajikistan confirmed data
09/02/2021,time_series_covid19_confirmed_global.csv,Tajikistan,05/05/2020,293,230,Correct Tajikistan confirmed data
09/02/2021,time_series_covid19_confirmed_global.csv,Tajikistan,05/06/2020,379,293,Correct Tajikistan confirmed data
09/02/2021,time_series_covid19_confirmed_global.csv,Tajikistan,05/07/2020,461,379,Correct Tajikistan confirmed data
