Update Date,File,Location,Field Updated,Old,New,Comments
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/07/2020,1188,1286,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/08/2020,1207,1295,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/09/2020,1208,1301,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/10/2020,1209,1305,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/11/2020,1209,1306,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/12/2020,1215,1313,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/13/2020,1223,1321,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/14/2020,1241,1333,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/15/2020,1241,1347,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/16/2020,1304,1351,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/17/2020,1323,1403,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/18/2020,1323,1425,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/19/2020,1327,1430,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/20/2020,1327,1433,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/21/2020,1375,1458,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/22/2020,1387,1476,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/23/2020,1407,1500,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/24/2020,1420,1509,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/25/2020,1420,1533,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/26/2020,1429,1546,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/27/2020,1437,1551,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/28/2020,1437,1551,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/29/2020,1438,1552,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/30/2020,1442,1557,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",12/31/2020,1445,1591,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/01/2021,1445,1586,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/02/2021,1445,1590,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/03/2021,1447,1597,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/04/2021,1449,1592,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/05/2021,1450,1615,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/06/2021,1454,1615,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/07/2021,1454,1634,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/08/2021,1486,1666,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/09/2021,1520,1703,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/10/2021,1531,1714,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/11/2021,1546,1736,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/12/2021,1551,1739,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/13/2021,1552,1739,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/14/2021,1560,1759,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/15/2021,1560,1750,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/16/2021,1560,1726,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/17/2021,1560,1755,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/18/2021,1560,1775,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/19/2021,1560,1775,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/20/2021,1560,1777,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/21/2021,1561,1801,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/22/2021,1579,1832,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/23/2021,1594,1849,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/24/2021,1667,1922,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/25/2021,1678,1935,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/26/2021,1719,1947,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/27/2021,1746,1970,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/28/2021,1776,2019,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/29/2021,1798,2057,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/30/2021,1821,2095,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",01/31/2021,1839,2122,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/01/2021,1856,2156,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/02/2021,1917,2172,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/03/2021,1966,2244,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/04/2021,2041,2308,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/05/2021,2080,2409,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/06/2021,2125,2495,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/07/2021,2125,2564,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/08/2021,2141,2587,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/09/2021,2142,2587,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/10/2021,2184,2613,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/11/2021,2243,2696,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/12/2021,2308,2774,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/13/2021,2352,2827,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/14/2021,2392,2899,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/15/2021,2418,2929,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/16/2021,2418,2945,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/17/2021,2457,2978,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/18/2021,2492,3020,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/19/2021,2522,3066,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/20/2021,2557,3117,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/21/2021,2612,3203,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/22/2021,2637,3247,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/23/2021,2651,3259,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/24/2021,2673,3283,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/25/2021,2673,3360,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/26/2021,2783,3409,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/27/2021,2816,3461,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",02/28/2021,2874,3527,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/01/2021,2940,3595,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/02/2021,2952,3603,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/03/2021,2959,3604,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/04/2021,3022,3664,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/05/2021,3116,3757,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/06/2021,3137,3774,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/07/2021,3153,3791,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/08/2021,3176,3810,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/09/2021,3180,3811,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/10/2021,3198,3823,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/11/2021,3225,3841,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/12/2021,3282,3869,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/17/2021,4004,4032,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/18/2021,4004,4049,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/19/2021,4004,4076,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/20/2021,4004,4017,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/21/2021,4004,3965,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/22/2021,4004,4094,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/23/2021,4004,4107,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",03/24/2021,4004,4134,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_US.csv,"San Bernardino, California, US",04/03/2021,4404,4417,"Correct San Bernardino, California, US deaths data"
04/19/2021,time_series_covid19_deaths_global.csv,US,04/01/2020,6653,6652,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/02/2020,8165,8164,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/04/2020,11160,11158,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/07/2020,17122,17119,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/08/2020,19277,19279,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/09/2020,21480,21482,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/10/2020,23673,23676,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/11/2020,25801,25803,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/12/2020,27674,27677,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/13/2020,29687,29686,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/14/2020,32121,32120,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/15/2020,34726,34732,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/16/2020,36869,36875,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/17/2020,38978,38985,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/19/2020,42928,42929,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/20/2020,45160,45158,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/21/2020,47676,47672,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/22/2020,50128,50132,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/23/2020,52591,52588,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/24/2020,54777,54776,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/28/2020,61621,61618,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,04/30/2020,66233,66231,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/01/2020,68138,68140,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/02/2020,69870,69871,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/03/2020,71059,71061,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/04/2020,72438,72440,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/05/2020,74684,74682,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/07/2020,78923,78925,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/08/2020,80684,80688,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/09/2020,82151,82156,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/10/2020,83127,83134,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/11/2020,84170,84176,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/12/2020,85770,85774,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/13/2020,87508,87501,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/14/2020,89296,89297,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/15/2020,90966,90965,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/16/2020,92165,92163,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/19/2020,95667,95666,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/21/2020,98355,98352,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/22/2020,99575,99569,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/23/2020,100661,100658,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/24/2020,101298,101297,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/25/2020,101890,101889,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/26/2020,102567,102566,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/27/2020,104029,104028,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/28/2020,105136,105129,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/29/2020,106270,106262,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/30/2020,107224,107216,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,05/31/2020,107837,107831,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/01/2020,108613,108607,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/02/2020,109594,109588,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/03/2020,110605,110598,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/04/2020,111617,111611,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/05/2020,112512,112502,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/06/2020,113156,113144,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/07/2020,113613,113603,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/08/2020,114120,114110,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/09/2020,115033,115023,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/10/2020,115907,115899,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/11/2020,116737,116729,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/12/2020,117566,117558,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/13/2020,118299,118293,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/14/2020,118642,118637,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/15/2020,119037,119033,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/16/2020,119851,119847,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/17/2020,120590,120586,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/18/2020,121280,121275,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/19/2020,121908,121904,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/20/2020,122470,122463,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/21/2020,122784,122780,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/22/2020,123192,123187,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/23/2020,123940,123935,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/24/2020,124688,124672,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/25/2020,125218,125209,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/26/2020,125844,125838,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/27/2020,126346,126341,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/28/2020,126665,126659,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/29/2020,127048,127044,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,06/30/2020,127605,127597,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/01/2020,128310,128301,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/02/2020,129026,129014,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/03/2020,129693,129684,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/05/2020,130324,130325,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/06/2020,130700,130701,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/08/2020,132704,132688,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/09/2020,133716,133708,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/10/2020,134522,134525,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/11/2020,135249,135253,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/12/2020,135721,135725,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/13/2020,136165,136170,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/14/2020,137094,137098,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/15/2020,138067,138073,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/16/2020,139022,139029,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/17/2020,139947,139953,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/18/2020,140816,140810,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/19/2020,141282,141290,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/20/2020,141845,141853,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/21/2020,142939,142944,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/22/2020,144162,144168,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/23/2020,145248,145238,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/24/2020,146348,146345,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/25/2020,147261,147275,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/26/2020,147795,147806,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/27/2020,148915,148932,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/28/2020,150256,150262,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/29/2020,151683,151676,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/30/2020,152909,152907,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,07/31/2020,154126,154144,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/01/2020,155220,155237,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/02/2020,155651,155674,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/03/2020,156230,156255,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/04/2020,157570,157537,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/05/2020,158967,158975,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/06/2020,160205,160219,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/07/2020,161437,161456,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/08/2020,162512,162534,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/09/2020,163072,163057,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/10/2020,163660,163693,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/11/2020,164680,164713,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/12/2020,166183,166212,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/13/2020,167245,167279,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/14/2020,168585,168615,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/15/2020,169589,169615,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/16/2020,170198,170232,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/17/2020,170689,170724,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/18/2020,171962,171950,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/19/2020,173262,173289,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/20/2020,174356,174392,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/21/2020,175447,175483,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/22/2020,176415,176392,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/23/2020,176909,176937,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/24/2020,177383,177410,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/25/2020,178621,178646,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/26/2020,179794,179812,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/27/2020,180898,180926,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/28/2020,181868,181903,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/29/2020,182766,182804,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/30/2020,183218,183257,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,08/31/2020,183760,183799,Correct US deaths data
04/19/2021,time_series_covid19_deaths_global.csv,US,09/01/2020,184810,184829,Correct US deaths data
